0.0073601;
0.0032227;
0.0031889;
0.0030577;
0.0030722;
0.002958;
0.002959;
0.0028939;
0.0029203;
0.0030887;
0.0030278;
0.0029801;
0.0030941;
0.0030635;
0.0028679;
0.0028679;
0.0027919;
0.0029268;
0.0029025;
0.0028914;
0.0028782;
0.0028585;
0.0028969;
0.003047;
0.0029161;
0.0029709;
0.0028167;
0.0029336;
0.0028546;
0.0029766;
0.002872;
0.0029813;
0.003656;
0.0028655;
0.0029984;
0.0030399;
0.0030475;
0.0028106;
0.0029054;
0.0031329;
0.0028048;
0.0029584;
0.0027928;
0.0029524;
0.0030445;
0.0029314;
0.002822;
0.002907;
0.0028836;
0.0029817;
0.002938;
0.0029233;
0.0028047;
0.0028954;
0.0028365;
0.0028167;
0.0029282;
0.0029396;
0.003001;
0.0029083;
0.0029037;
0.0029815;
0.002942;
0.0028038;
0.0029388;
0.0029562;
0.0029317;
0.0029372;
0.0030178;
0.0031164;
0.0029259;
0.0029635;
0.0032176;
0.003048;
0.0030114;
0.0030809;
0.003055;
0.0029283;
0.0032327;
0.0031032;
0.0029758;
0.0030615;
0.0031432;
0.002917;
0.0028756;
0.0028608;
0.0029198;
0.0031862;
0.0029472;
0.0028404;
0.0029598;
0.0032294;
0.0031162;
0.0028388;
0.0030399;
0.0029193;
0.0028375;
0.0029956;
0.0033445;
0.0030754;
0.0030038;
0.0029443;
0.0030482;
0.0029456;
0.003028;
0.0029672;
0.0030006;
0.0029896;
0.0029222;
0.0030334;
0.0029863;
0.0030718;
0.0030003;
0.0029526;
0.002938;
0.00303;
0.0030834;
0.0029717;
0.0029966;
0.0030539;
0.0029101;
0.0029982;
0.0030865;
0.0028796;
0.0029945;
0.0032849;
0.002949;
0.0030041;
0.0029612;
0.0030378;
0.0029647;
0.003092;
0.0028827;
0.0031478;
0.0030776;
0.0029886;
0.0030133;
0.0028406;
0.0029616;
0.0030432;
0.0029128;
0.0029589;
0.0028532;
0.002821;
0.002867;
0.0028038;
0.0030922;
0.0029114;
0.0031;
0.0028822;
0.0028857;
0.0029164;
0.0028724;
0.0028023;
0.00294;
0.0030832;
0.0030154;
0.0029863;
0.0030388;
0.0029668;
0.0028524;
0.0030009;
0.0029145;
0.0029275;
0.0031579;
0.003041;
0.0029395;
0.0029777;
0.0032692;
0.0028214;
0.0031585;
0.0030062;
0.0029742;
0.0031104;
0.0035467;
0.0029617;
0.0029657;
0.0030729;
0.0030459;
0.0028864;
0.0030039;
0.0030965;
0.0029155;
0.0030724;
0.002848;
0.0028601;
0.0029651;
0.0029006;
0.0028904;
0.0030175;
0.0029333;
0.0029144;
0.0029769;
0.0030781;
0.0029543;
0.002953;
0.0033937;
0.0030908;
0.0028425;
0.0033405;
0.0030596;
0.0030512;
0.0029583;
0.0033925;
0.0029542;
0.002868;
0.0029088;
0.0029748;
0.0028322;
0.0028544;
0.0028785;
0.0030403;
0.0029868;
0.0030469;
0.0029456;
0.0029;
0.00298;
0.0030029;
0.0028246;
0.0029709;
0.0029309;
0.0030227;
0.0028145;
0.0030117;
0.0028993;
0.0029963;
0.0028361;
0.0029346;
0.0030497;
0.0029666;
0.0030466;
0.0029684;
0.0030989;
0.0029203;
0.0029347;
0.0029717;
0.0030108;
0.0031004;
0.0030317;
0.0029139;
0.0030832;
0.0028479;
0.0029583;
0.0029756;
0.0028766;
0.003011;
0.0030251;
0.002969;
0.0032518;
0.0030839;
0.0030793;
0.0035444;
0.0028685;
0.0029242;
0.0028785;
0.0041735;
0.0033523;
0.0029472;
0.0029442;
0.0029288;
0.0029849;
0.0029967;
0.0030219;
0.0030058;
0.002928;
0.0030473;
0.0029351;
0.0028732;
0.0028548;
0.0028955;
0.0030035;
0.0029874;
0.0029824;
0.0030407;
0.0030737;
0.002961;
0.0028913;
0.0036924;
0.0030353;
0.0031056;
0.0029486;
0.0030553;
0.0029591;
0.0028928;
0.0028544;
0.0030546;
0.0029534;
0.0029548;
0.0029592;
0.0032265;
0.0030222;
0.0029572;
0.0028884;
0.0029191;
0.0029755;
0.0031525;
0.002945;
0.0030132;
0.0029648;
0.0029242;
0.0028821;
